STATEFP,COUNTYFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION,COUNTY
39,085,2017,dist_MAT,4,Ohio,OH,Lake County
39,087,2017,dist_MAT,7.78,Ohio,OH,Lawrence County
39,089,2017,dist_MAT,10.2,Ohio,OH,Licking County
39,091,2017,dist_MAT,8.57,Ohio,OH,Logan County
39,093,2017,dist_MAT,6.33,Ohio,OH,Lorain County
39,095,2017,dist_MAT,3.73,Ohio,OH,Lucas County
39,097,2017,dist_MAT,13.14,Ohio,OH,Madison County
39,099,2017,dist_MAT,5,Ohio,OH,Mahoning County
39,101,2017,dist_MAT,8,Ohio,OH,Marion County
39,103,2017,dist_MAT,5.54,Ohio,OH,Medina County
39,105,2017,dist_MAT,8.6,Ohio,OH,Meigs County
39,107,2017,dist_MAT,21.8,Ohio,OH,Mercer County
39,109,2017,dist_MAT,7.91,Ohio,OH,Miami County
39,111,2017,dist_MAT,16.1,Ohio,OH,Monroe County
39,113,2017,dist_MAT,4.27,Ohio,OH,Montgomery County
39,115,2017,dist_MAT,17.5,Ohio,OH,Morgan County
39,117,2017,dist_MAT,6.83,Ohio,OH,Morrow County
39,119,2017,dist_MAT,9.38,Ohio,OH,Muskingum County
39,121,2017,dist_MAT,17.33,Ohio,OH,Noble County
39,123,2017,dist_MAT,9.14,Ohio,OH,Ottawa County
39,125,2017,dist_MAT,13.44,Ohio,OH,Paulding County
39,127,2017,dist_MAT,7.82,Ohio,OH,Perry County
39,129,2017,dist_MAT,9.22,Ohio,OH,Pickaway County
39,131,2017,dist_MAT,8.33,Ohio,OH,Pike County
39,133,2017,dist_MAT,8.06,Ohio,OH,Portage County
39,135,2017,dist_MAT,8.91,Ohio,OH,Preble County
39,137,2017,dist_MAT,6.7,Ohio,OH,Putnam County
39,139,2017,dist_MAT,5.83,Ohio,OH,Richland County
39,141,2017,dist_MAT,11.2,Ohio,OH,Ross County
39,143,2017,dist_MAT,8.56,Ohio,OH,Sandusky County
39,145,2017,dist_MAT,9.31,Ohio,OH,Scioto County
39,147,2017,dist_MAT,8.15,Ohio,OH,Seneca County
39,149,2017,dist_MAT,8.73,Ohio,OH,Shelby County
39,151,2017,dist_MAT,6.64,Ohio,OH,Stark County
39,153,2017,dist_MAT,2.97,Ohio,OH,Summit County
39,155,2017,dist_MAT,7.58,Ohio,OH,Trumbull County
39,157,2017,dist_MAT,8.41,Ohio,OH,Tuscarawas County
39,159,2017,dist_MAT,14,Ohio,OH,Union County
39,161,2017,dist_MAT,9.22,Ohio,OH,Van Wert County
39,163,2017,dist_MAT,13.83,Ohio,OH,Vinton County
39,165,2017,dist_MAT,6.5,Ohio,OH,Warren County
39,167,2017,dist_MAT,10.11,Ohio,OH,Washington County
39,169,2017,dist_MAT,8.93,Ohio,OH,Wayne County
39,171,2017,dist_MAT,15.3,Ohio,OH,Williams County
39,173,2017,dist_MAT,7.41,Ohio,OH,Wood County
39,175,2017,dist_MAT,14.88,Ohio,OH,Wyandot County
40,001,2017,dist_MAT,27,Oklahoma,OK,Adair County
40,003,2017,dist_MAT,61,Oklahoma,OK,Alfalfa County
40,005,2017,dist_MAT,40.17,Oklahoma,OK,Atoka County
40,007,2017,dist_MAT,65.6,Oklahoma,OK,Beaver County
40,009,2017,dist_MAT,10.75,Oklahoma,OK,Beckham County
40,011,2017,dist_MAT,36.38,Oklahoma,OK,Blaine County
40,013,2017,dist_MAT,12.75,Oklahoma,OK,Bryan County
40,015,2017,dist_MAT,27.42,Oklahoma,OK,Caddo County
40,017,2017,dist_MAT,8.29,Oklahoma,OK,Canadian County
40,019,2017,dist_MAT,44.56,Oklahoma,OK,Carter County
40,021,2017,dist_MAT,29.67,Oklahoma,OK,Cherokee County
40,023,2017,dist_MAT,61.75,Oklahoma,OK,Choctaw County
40,025,2017,dist_MAT,78,Oklahoma,OK,Cimarron County
40,027,2017,dist_MAT,10.75,Oklahoma,OK,Cleveland County
40,029,2017,dist_MAT,26.8,Oklahoma,OK,Coal County
40,031,2017,dist_MAT,15,Oklahoma,OK,Comanche County
40,033,2017,dist_MAT,19,Oklahoma,OK,Cotton County
40,035,2017,dist_MAT,19.8,Oklahoma,OK,Craig County
40,037,2017,dist_MAT,10.46,Oklahoma,OK,Creek County
40,039,2017,dist_MAT,12.67,Oklahoma,OK,Custer County
40,041,2017,dist_MAT,29.22,Oklahoma,OK,Delaware County
40,043,2017,dist_MAT,36,Oklahoma,OK,Dewey County
40,045,2017,dist_MAT,64.75,Oklahoma,OK,Ellis County
40,047,2017,dist_MAT,43.73,Oklahoma,OK,Garfield County
40,049,2017,dist_MAT,31,Oklahoma,OK,Garvin County
40,051,2017,dist_MAT,26.1,Oklahoma,OK,Grady County
40,053,2017,dist_MAT,35,Oklahoma,OK,Grant County
40,055,2017,dist_MAT,24,Oklahoma,OK,Greer County
40,057,2017,dist_MAT,37.33,Oklahoma,OK,Harmon County
40,059,2017,dist_MAT,62.75,Oklahoma,OK,Harper County
40,061,2017,dist_MAT,34.5,Oklahoma,OK,Haskell County
40,063,2017,dist_MAT,25,Oklahoma,OK,Hughes County
40,065,2017,dist_MAT,49,Oklahoma,OK,Jackson County
40,067,2017,dist_MAT,37.4,Oklahoma,OK,Jefferson County
40,069,2017,dist_MAT,20.7,Oklahoma,OK,Johnston County
40,071,2017,dist_MAT,12.38,Oklahoma,OK,Kay County
40,073,2017,dist_MAT,26.71,Oklahoma,OK,Kingfisher County
40,075,2017,dist_MAT,35.57,Oklahoma,OK,Kiowa County
40,077,2017,dist_MAT,47.5,Oklahoma,OK,Latimer County
40,079,2017,dist_MAT,31.35,Oklahoma,OK,Le Flore County
40,081,2017,dist_MAT,9.1,Oklahoma,OK,Lincoln County
40,083,2017,dist_MAT,29.38,Oklahoma,OK,Logan County
40,085,2017,dist_MAT,38.4,Oklahoma,OK,Love County
40,087,2017,dist_MAT,21.17,Oklahoma,OK,McClain County
40,089,2017,dist_MAT,69.71,Oklahoma,OK,McCurtain County
40,091,2017,dist_MAT,14.83,Oklahoma,OK,McIntosh County
40,093,2017,dist_MAT,57.43,Oklahoma,OK,Major County
40,095,2017,dist_MAT,15.33,Oklahoma,OK,Marshall County
40,097,2017,dist_MAT,25.22,Oklahoma,OK,Mayes County
40,099,2017,dist_MAT,33,Oklahoma,OK,Murray County
40,101,2017,dist_MAT,13,Oklahoma,OK,Muskogee County
40,103,2017,dist_MAT,22,Oklahoma,OK,Noble County
40,105,2017,dist_MAT,17.6,Oklahoma,OK,Nowata County
40,107,2017,dist_MAT,21.4,Oklahoma,OK,Okfuskee County
40,109,2017,dist_MAT,4.25,Oklahoma,OK,Oklahoma County
40,111,2017,dist_MAT,9.88,Oklahoma,OK,Okmulgee County
40,113,2017,dist_MAT,17.91,Oklahoma,OK,Osage County
40,115,2017,dist_MAT,6.43,Oklahoma,OK,Ottawa County
40,117,2017,dist_MAT,19.29,Oklahoma,OK,Pawnee County
40,119,2017,dist_MAT,14.75,Oklahoma,OK,Payne County
40,121,2017,dist_MAT,39,Oklahoma,OK,Pittsburg County
40,123,2017,dist_MAT,10.71,Oklahoma,OK,Pontotoc County
40,125,2017,dist_MAT,7.11,Oklahoma,OK,Pottawatomie County
40,127,2017,dist_MAT,64.8,Oklahoma,OK,Pushmataha County
40,129,2017,dist_MAT,27.5,Oklahoma,OK,Roger Mills County
40,131,2017,dist_MAT,9.57,Oklahoma,OK,Rogers County
40,133,2017,dist_MAT,19,Oklahoma,OK,Seminole County
40,135,2017,dist_MAT,12.88,Oklahoma,OK,Sequoyah County
40,137,2017,dist_MAT,29.57,Oklahoma,OK,Stephens County
40,139,2017,dist_MAT,60.43,Oklahoma,OK,Texas County
40,141,2017,dist_MAT,35.43,Oklahoma,OK,Tillman County
40,143,2017,dist_MAT,3.56,Oklahoma,OK,Tulsa County
40,145,2017,dist_MAT,14.14,Oklahoma,OK,Wagoner County
40,147,2017,dist_MAT,8.14,Oklahoma,OK,Washington County
40,149,2017,dist_MAT,16.3,Oklahoma,OK,Washita County
40,151,2017,dist_MAT,65.8,Oklahoma,OK,Woods County
40,153,2017,dist_MAT,64.4,Oklahoma,OK,Woodward County
41,001,2017,dist_MAT,24.91,Oregon,OR,Baker County
41,003,2017,dist_MAT,9.43,Oregon,OR,Benton County
41,005,2017,dist_MAT,11.54,Oregon,OR,Clackamas County
41,007,2017,dist_MAT,15.71,Oregon,OR,Clatsop County
41,009,2017,dist_MAT,8,Oregon,OR,Columbia County
41,011,2017,dist_MAT,36.75,Oregon,OR,Coos County
41,013,2017,dist_MAT,39.5,Oregon,OR,Crook County
41,015,2017,dist_MAT,56,Oregon,OR,Curry County
41,017,2017,dist_MAT,27.43,Oregon,OR,Deschutes County
41,019,2017,dist_MAT,19.08,Oregon,OR,Douglas County
41,021,2017,dist_MAT,66,Oregon,OR,Gilliam County
41,023,2017,dist_MAT,68.1,Oregon,OR,Grant County
41,025,2017,dist_MAT,102.89,Oregon,OR,Harney County
41,027,2017,dist_MAT,17.67,Oregon,OR,Hood River County
41,029,2017,dist_MAT,9.53,Oregon,OR,Jackson County
41,031,2017,dist_MAT,25.67,Oregon,OR,Jefferson County
41,033,2017,dist_MAT,31.1,Oregon,OR,Josephine County
41,035,2017,dist_MAT,36.29,Oregon,OR,Klamath County
41,037,2017,dist_MAT,73.12,Oregon,OR,Lake County
41,039,2017,dist_MAT,18.68,Oregon,OR,Lane County
41,041,2017,dist_MAT,30.69,Oregon,OR,Lincoln County
41,043,2017,dist_MAT,18.5,Oregon,OR,Linn County
41,045,2017,dist_MAT,33.82,Oregon,OR,Malheur County
41,047,2017,dist_MAT,11.8,Oregon,OR,Marion County
41,049,2017,dist_MAT,40.6,Oregon,OR,Morrow County
41,051,2017,dist_MAT,2.12,Oregon,OR,Multnomah County
41,053,2017,dist_MAT,6.14,Oregon,OR,Polk County
41,055,2017,dist_MAT,62.6,Oregon,OR,Sherman County
41,057,2017,dist_MAT,24.54,Oregon,OR,Tillamook County
41,059,2017,dist_MAT,19.08,Oregon,OR,Umatilla County
41,061,2017,dist_MAT,15.43,Oregon,OR,Union County
41,063,2017,dist_MAT,18.2,Oregon,OR,Wallowa County
41,065,2017,dist_MAT,46.14,Oregon,OR,Wasco County
41,067,2017,dist_MAT,7.67,Oregon,OR,Washington County
41,069,2017,dist_MAT,66.33,Oregon,OR,Wheeler County
41,071,2017,dist_MAT,7,Oregon,OR,Yamhill County
42,001,2017,dist_MAT,7.46,Pennsylvania,PA,Adams County
42,003,2017,dist_MAT,2.06,Pennsylvania,PA,Allegheny County
42,005,2017,dist_MAT,11.77,Pennsylvania,PA,Armstrong County
42,007,2017,dist_MAT,3.85,Pennsylvania,PA,Beaver County
42,009,2017,dist_MAT,18.71,Pennsylvania,PA,Bedford County
42,011,2017,dist_MAT,5.82,Pennsylvania,PA,Berks County
42,013,2017,dist_MAT,5.57,Pennsylvania,PA,Blair County
42,015,2017,dist_MAT,19.19,Pennsylvania,PA,Bradford County
42,017,2017,dist_MAT,3.41,Pennsylvania,PA,Bucks County
42,019,2017,dist_MAT,7.58,Pennsylvania,PA,Butler County
42,021,2017,dist_MAT,8.83,Pennsylvania,PA,Cambria County
42,023,2017,dist_MAT,25,Pennsylvania,PA,Cameron County
42,025,2017,dist_MAT,8.2,Pennsylvania,PA,Carbon County
42,027,2017,dist_MAT,7.78,Pennsylvania,PA,Centre County
42,029,2017,dist_MAT,4.7,Pennsylvania,PA,Chester County
42,031,2017,dist_MAT,10.7,Pennsylvania,PA,Clarion County
42,033,2017,dist_MAT,13.44,Pennsylvania,PA,Clearfield County
42,035,2017,dist_MAT,13.14,Pennsylvania,PA,Clinton County
42,037,2017,dist_MAT,10.09,Pennsylvania,PA,Columbia County
42,039,2017,dist_MAT,10.45,Pennsylvania,PA,Crawford County
42,041,2017,dist_MAT,9.21,Pennsylvania,PA,Cumberland County
42,043,2017,dist_MAT,8.12,Pennsylvania,PA,Dauphin County
42,045,2017,dist_MAT,2.66,Pennsylvania,PA,Delaware County
42,047,2017,dist_MAT,18.58,Pennsylvania,PA,Elk County
42,049,2017,dist_MAT,7.9,Pennsylvania,PA,Erie County
42,051,2017,dist_MAT,7.3,Pennsylvania,PA,Fayette County
42,053,2017,dist_MAT,11.33,Pennsylvania,PA,Forest County
42,055,2017,dist_MAT,13.9,Pennsylvania,PA,Franklin County
42,057,2017,dist_MAT,25,Pennsylvania,PA,Fulton County
42,059,2017,dist_MAT,8.78,Pennsylvania,PA,Greene County
42,061,2017,dist_MAT,16.12,Pennsylvania,PA,Huntingdon County
42,063,2017,dist_MAT,9.43,Pennsylvania,PA,Indiana County
42,065,2017,dist_MAT,18.62,Pennsylvania,PA,Jefferson County
42,067,2017,dist_MAT,13.7,Pennsylvania,PA,Juniata County
42,069,2017,dist_MAT,4.12,Pennsylvania,PA,Lackawanna County
42,071,2017,dist_MAT,6.02,Pennsylvania,PA,Lancaster County
42,073,2017,dist_MAT,6.75,Pennsylvania,PA,Lawrence County
42,075,2017,dist_MAT,5.88,Pennsylvania,PA,Lebanon County
42,077,2017,dist_MAT,4.87,Pennsylvania,PA,Lehigh County
42,079,2017,dist_MAT,8.72,Pennsylvania,PA,Luzerne County
42,081,2017,dist_MAT,9.5,Pennsylvania,PA,Lycoming County
42,083,2017,dist_MAT,11.89,Pennsylvania,PA,McKean County
42,085,2017,dist_MAT,6.63,Pennsylvania,PA,Mercer County
42,087,2017,dist_MAT,8.73,Pennsylvania,PA,Mifflin County
42,089,2017,dist_MAT,6.06,Pennsylvania,PA,Monroe County
42,091,2017,dist_MAT,3.02,Pennsylvania,PA,Montgomery County
42,093,2017,dist_MAT,10.33,Pennsylvania,PA,Montour County
42,095,2017,dist_MAT,6.5,Pennsylvania,PA,Northampton County
42,097,2017,dist_MAT,7.08,Pennsylvania,PA,Northumberland County
42,099,2017,dist_MAT,15.21,Pennsylvania,PA,Perry County
42,101,2017,dist_MAT,0.56,Pennsylvania,PA,Philadelphia County
42,103,2017,dist_MAT,13.64,Pennsylvania,PA,Pike County
42,105,2017,dist_MAT,16.9,Pennsylvania,PA,Potter County
42,107,2017,dist_MAT,9.2,Pennsylvania,PA,Schuylkill County
42,109,2017,dist_MAT,8.7,Pennsylvania,PA,Snyder County
42,111,2017,dist_MAT,10.68,Pennsylvania,PA,Somerset County
42,113,2017,dist_MAT,16.33,Pennsylvania,PA,Sullivan County
42,115,2017,dist_MAT,12.26,Pennsylvania,PA,Susquehanna County
42,117,2017,dist_MAT,9.67,Pennsylvania,PA,Tioga County
42,119,2017,dist_MAT,7.77,Pennsylvania,PA,Union County
42,121,2017,dist_MAT,9.29,Pennsylvania,PA,Venango County
42,123,2017,dist_MAT,11.12,Pennsylvania,PA,Warren County
42,125,2017,dist_MAT,6.22,Pennsylvania,PA,Washington County
42,127,2017,dist_MAT,11.13,Pennsylvania,PA,Wayne County
42,129,2017,dist_MAT,4.94,Pennsylvania,PA,Westmoreland County
42,131,2017,dist_MAT,13.67,Pennsylvania,PA,Wyoming County
42,133,2017,dist_MAT,6.72,Pennsylvania,PA,York County
44,001,2017,dist_MAT,2.33,Rhode Island,RI,Bristol County
44,003,2017,dist_MAT,3.75,Rhode Island,RI,Kent County
44,005,2017,dist_MAT,2.12,Rhode Island,RI,Newport County
44,007,2017,dist_MAT,2.45,Rhode Island,RI,Providence County
44,009,2017,dist_MAT,4.3,Rhode Island,RI,Washington County
45,001,2017,dist_MAT,28.6,South Carolina,SC,Abbeville County
45,003,2017,dist_MAT,9.67,South Carolina,SC,Aiken County
45,005,2017,dist_MAT,36.25,South Carolina,SC,Allendale County
45,007,2017,dist_MAT,11.25,South Carolina,SC,Anderson County
45,009,2017,dist_MAT,28,South Carolina,SC,Bamberg County
45,011,2017,dist_MAT,24.75,South Carolina,SC,Barnwell County
45,013,2017,dist_MAT,17.36,South Carolina,SC,Beaufort County
45,015,2017,dist_MAT,21.75,South Carolina,SC,Berkeley County
45,017,2017,dist_MAT,11.5,South Carolina,SC,Calhoun County
45,019,2017,dist_MAT,9.16,South Carolina,SC,Charleston County
45,021,2017,dist_MAT,15.33,South Carolina,SC,Cherokee County
45,023,2017,dist_MAT,20.43,South Carolina,SC,Chester County
45,025,2017,dist_MAT,17.5,South Carolina,SC,Chesterfield County
45,027,2017,dist_MAT,32,South Carolina,SC,Clarendon County
45,029,2017,dist_MAT,31.8,South Carolina,SC,Colleton County
45,031,2017,dist_MAT,8.83,South Carolina,SC,Darlington County
45,033,2017,dist_MAT,24.71,South Carolina,SC,Dillon County
45,035,2017,dist_MAT,22,South Carolina,SC,Dorchester County
45,037,2017,dist_MAT,14.2,South Carolina,SC,Edgefield County
45,039,2017,dist_MAT,20.75,South Carolina,SC,Fairfield County
45,041,2017,dist_MAT,14.91,South Carolina,SC,Florence County
45,043,2017,dist_MAT,10.33,South Carolina,SC,Georgetown County
45,045,2017,dist_MAT,5.95,South Carolina,SC,Greenville County
45,047,2017,dist_MAT,35.83,South Carolina,SC,Greenwood County
45,049,2017,dist_MAT,23.45,South Carolina,SC,Hampton County
45,051,2017,dist_MAT,11.25,South Carolina,SC,Horry County
45,053,2017,dist_MAT,8.6,South Carolina,SC,Jasper County
45,055,2017,dist_MAT,22.29,South Carolina,SC,Kershaw County
45,057,2017,dist_MAT,16.75,South Carolina,SC,Lancaster County
45,059,2017,dist_MAT,32.11,South Carolina,SC,Laurens County
45,061,2017,dist_MAT,18.33,South Carolina,SC,Lee County
45,063,2017,dist_MAT,8.14,South Carolina,SC,Lexington County
45,065,2017,dist_MAT,21.5,South Carolina,SC,McCormick County
45,067,2017,dist_MAT,24.25,South Carolina,SC,Marion County
45,069,2017,dist_MAT,27.67,South Carolina,SC,Marlboro County
45,071,2017,dist_MAT,28.88,South Carolina,SC,Newberry County
45,073,2017,dist_MAT,11,South Carolina,SC,Oconee County
45,075,2017,dist_MAT,17.06,South Carolina,SC,Orangeburg County
45,077,2017,dist_MAT,6.7,South Carolina,SC,Pickens County
45,079,2017,dist_MAT,5.84,South Carolina,SC,Richland County
45,081,2017,dist_MAT,26,South Carolina,SC,Saluda County
45,083,2017,dist_MAT,8.38,South Carolina,SC,Spartanburg County
45,085,2017,dist_MAT,29.55,South Carolina,SC,Sumter County
45,087,2017,dist_MAT,22.8,South Carolina,SC,Union County
45,089,2017,dist_MAT,29.57,South Carolina,SC,Williamsburg County
45,091,2017,dist_MAT,9.08,South Carolina,SC,York County
46,003,2017,dist_MAT,49.33,South Dakota,SD,Aurora County
46,005,2017,dist_MAT,14.62,South Dakota,SD,Beadle County
46,007,2017,dist_MAT,91.67,South Dakota,SD,Bennett County
46,009,2017,dist_MAT,21.8,South Dakota,SD,Bon Homme County
46,011,2017,dist_MAT,28.29,South Dakota,SD,Brookings County
46,013,2017,dist_MAT,17.86,South Dakota,SD,Brown County
46,015,2017,dist_MAT,26.67,South Dakota,SD,Brule County
46,017,2017,dist_MAT,7,South Dakota,SD,Buffalo County
46,019,2017,dist_MAT,46,South Dakota,SD,Butte County
46,021,2017,dist_MAT,68.33,South Dakota,SD,Campbell County
46,023,2017,dist_MAT,42.14,South Dakota,SD,Charles Mix County
46,025,2017,dist_MAT,29.17,South Dakota,SD,Clark County
46,027,2017,dist_MAT,24,South Dakota,SD,Clay County
46,029,2017,dist_MAT,12.17,South Dakota,SD,Codington County
46,031,2017,dist_MAT,59.44,South Dakota,SD,Corson County
46,033,2017,dist_MAT,24,South Dakota,SD,Custer County
46,035,2017,dist_MAT,49.67,South Dakota,SD,Davison County
46,037,2017,dist_MAT,36.14,South Dakota,SD,Day County
46,039,2017,dist_MAT,27.33,South Dakota,SD,Deuel County
46,041,2017,dist_MAT,24.14,South Dakota,SD,Dewey County
46,043,2017,dist_MAT,55,South Dakota,SD,Douglas County
46,045,2017,dist_MAT,39,South Dakota,SD,Edmunds County
46,047,2017,dist_MAT,15.2,South Dakota,SD,Fall River County
46,049,2017,dist_MAT,43.6,South Dakota,SD,Faulk County
46,051,2017,dist_MAT,24.38,South Dakota,SD,Grant County
46,053,2017,dist_MAT,50.43,South Dakota,SD,Gregory County
46,055,2017,dist_MAT,53.67,South Dakota,SD,Haakon County
46,057,2017,dist_MAT,21.17,South Dakota,SD,Hamlin County
46,059,2017,dist_MAT,34.5,South Dakota,SD,Hand County
46,061,2017,dist_MAT,37.33,South Dakota,SD,Hanson County
46,063,2017,dist_MAT,83.5,South Dakota,SD,Harding County
46,065,2017,dist_MAT,36.67,South Dakota,SD,Hughes County
46,067,2017,dist_MAT,33,South Dakota,SD,Hutchinson County
46,069,2017,dist_MAT,25,South Dakota,SD,Hyde County
46,071,2017,dist_MAT,85,South Dakota,SD,Jackson County
46,073,2017,dist_MAT,24.33,South Dakota,SD,Jerauld County
46,075,2017,dist_MAT,63.67,South Dakota,SD,Jones County
46,077,2017,dist_MAT,26.43,South Dakota,SD,Kingsbury County
46,079,2017,dist_MAT,9.43,South Dakota,SD,Lake County
46,081,2017,dist_MAT,25.71,South Dakota,SD,Lawrence County
46,083,2017,dist_MAT,8.75,South Dakota,SD,Lincoln County
46,085,2017,dist_MAT,26.17,South Dakota,SD,Lyman County
46,087,2017,dist_MAT,25.2,South Dakota,SD,McCook County
46,089,2017,dist_MAT,39.5,South Dakota,SD,McPherson County
46,091,2017,dist_MAT,47.17,South Dakota,SD,Marshall County
46,093,2017,dist_MAT,30,South Dakota,SD,Meade County
46,095,2017,dist_MAT,79,South Dakota,SD,Mellette County
46,097,2017,dist_MAT,25.5,South Dakota,SD,Miner County
46,099,2017,dist_MAT,8.42,South Dakota,SD,Minnehaha County
46,101,2017,dist_MAT,21.25,South Dakota,SD,Moody County
46,102,2017,dist_MAT,54.86,South Dakota,SD,Oglala Lakota County
46,103,2017,dist_MAT,27.08,South Dakota,SD,Pennington County
46,105,2017,dist_MAT,78.4,South Dakota,SD,Perkins County
46,107,2017,dist_MAT,54.75,South Dakota,SD,Potter County
46,109,2017,dist_MAT,43.78,South Dakota,SD,Roberts County
46,111,2017,dist_MAT,28.67,South Dakota,SD,Sanborn County
46,115,2017,dist_MAT,29.7,South Dakota,SD,Spink County
46,117,2017,dist_MAT,34,South Dakota,SD,Stanley County
46,119,2017,dist_MAT,45.5,South Dakota,SD,Sully County
46,121,2017,dist_MAT,90.2,South Dakota,SD,Todd County
46,123,2017,dist_MAT,52.2,South Dakota,SD,Tripp County
46,125,2017,dist_MAT,23.12,South Dakota,SD,Turner County
46,127,2017,dist_MAT,13.2,South Dakota,SD,Union County
46,129,2017,dist_MAT,52.2,South Dakota,SD,Walworth County
46,135,2017,dist_MAT,10,South Dakota,SD,Yankton County
46,137,2017,dist_MAT,40.33,South Dakota,SD,Ziebach County
47,001,2017,dist_MAT,9.71,Tennessee,TN,Anderson County
47,003,2017,dist_MAT,19.25,Tennessee,TN,Bedford County
47,005,2017,dist_MAT,34.25,Tennessee,TN,Benton County
47,007,2017,dist_MAT,15,Tennessee,TN,Bledsoe County
47,009,2017,dist_MAT,6.2,Tennessee,TN,Blount County
47,011,2017,dist_MAT,4,Tennessee,TN,Bradley County
47,013,2017,dist_MAT,20.83,Tennessee,TN,Campbell County
47,015,2017,dist_MAT,16.75,Tennessee,TN,Cannon County
47,017,2017,dist_MAT,34.92,Tennessee,TN,Carroll County
47,019,2017,dist_MAT,8.8,Tennessee,TN,Carter County
47,021,2017,dist_MAT,11,Tennessee,TN,Cheatham County
47,023,2017,dist_MAT,19.5,Tennessee,TN,Chester County
47,025,2017,dist_MAT,12.38,Tennessee,TN,Claiborne County
47,027,2017,dist_MAT,17.5,Tennessee,TN,Clay County
47,029,2017,dist_MAT,14.33,Tennessee,TN,Cocke County
47,031,2017,dist_MAT,7.4,Tennessee,TN,Coffee County
47,033,2017,dist_MAT,15.5,Tennessee,TN,Crockett County
47,035,2017,dist_MAT,9.5,Tennessee,TN,Cumberland County
47,037,2017,dist_MAT,2.45,Tennessee,TN,Davidson County
47,039,2017,dist_MAT,26.5,Tennessee,TN,Decatur County
47,041,2017,dist_MAT,23.75,Tennessee,TN,DeKalb County
47,043,2017,dist_MAT,8.57,Tennessee,TN,Dickson County
47,045,2017,dist_MAT,8.43,Tennessee,TN,Dyer County
47,047,2017,dist_MAT,17.75,Tennessee,TN,Fayette County
47,049,2017,dist_MAT,18.5,Tennessee,TN,Fentress County
47,051,2017,dist_MAT,9.25,Tennessee,TN,Franklin County
47,053,2017,dist_MAT,21.5,Tennessee,TN,Gibson County
47,055,2017,dist_MAT,28.71,Tennessee,TN,Giles County
47,057,2017,dist_MAT,12.33,Tennessee,TN,Grainger County
47,059,2017,dist_MAT,10.43,Tennessee,TN,Greene County
47,061,2017,dist_MAT,17.62,Tennessee,TN,Grundy County
47,063,2017,dist_MAT,6.2,Tennessee,TN,Hamblen County
47,065,2017,dist_MAT,4.73,Tennessee,TN,Hamilton County
47,067,2017,dist_MAT,9.5,Tennessee,TN,Hancock County
47,069,2017,dist_MAT,24.22,Tennessee,TN,Hardeman County
47,071,2017,dist_MAT,9.75,Tennessee,TN,Hardin County
47,073,2017,dist_MAT,12.86,Tennessee,TN,Hawkins County
47,075,2017,dist_MAT,25,Tennessee,TN,Haywood County
47,077,2017,dist_MAT,25.71,Tennessee,TN,Henderson County
47,079,2017,dist_MAT,44.71,Tennessee,TN,Henry County
47,081,2017,dist_MAT,13.5,Tennessee,TN,Hickman County
47,083,2017,dist_MAT,24.33,Tennessee,TN,Houston County
47,085,2017,dist_MAT,20.25,Tennessee,TN,Humphreys County
47,087,2017,dist_MAT,11.25,Tennessee,TN,Jackson County
47,089,2017,dist_MAT,11.6,Tennessee,TN,Jefferson County
47,091,2017,dist_MAT,15,Tennessee,TN,Johnson County
47,093,2017,dist_MAT,4.29,Tennessee,TN,Knox County
47,095,2017,dist_MAT,14.33,Tennessee,TN,Lake County
47,097,2017,dist_MAT,20,Tennessee,TN,Lauderdale County
47,099,2017,dist_MAT,21.12,Tennessee,TN,Lawrence County
47,101,2017,dist_MAT,,Tennessee,TN,Lewis County
47,103,2017,dist_MAT,22.89,Tennessee,TN,Lincoln County
47,105,2017,dist_MAT,11.6,Tennessee,TN,Loudon County
47,107,2017,dist_MAT,7.17,Tennessee,TN,McMinn County
47,109,2017,dist_MAT,15.78,Tennessee,TN,McNairy County
47,111,2017,dist_MAT,5.5,Tennessee,TN,Macon County
47,113,2017,dist_MAT,9,Tennessee,TN,Madison County
47,115,2017,dist_MAT,10.17,Tennessee,TN,Marion County
47,117,2017,dist_MAT,30,Tennessee,TN,Marshall County
47,119,2017,dist_MAT,18.33,Tennessee,TN,Maury County
47,121,2017,dist_MAT,13,Tennessee,TN,Meigs County
47,123,2017,dist_MAT,8.25,Tennessee,TN,Monroe County
47,125,2017,dist_MAT,23.75,Tennessee,TN,Montgomery County
47,127,2017,dist_MAT,12,Tennessee,TN,Moore County
47,129,2017,dist_MAT,11.88,Tennessee,TN,Morgan County
47,131,2017,dist_MAT,25.43,Tennessee,TN,Obion County
47,133,2017,dist_MAT,8.89,Tennessee,TN,Overton County
47,135,2017,dist_MAT,20,Tennessee,TN,Perry County
47,137,2017,dist_MAT,19.5,Tennessee,TN,Pickett County
47,139,2017,dist_MAT,14.33,Tennessee,TN,Polk County
47,141,2017,dist_MAT,7.57,Tennessee,TN,Putnam County
47,143,2017,dist_MAT,10.4,Tennessee,TN,Rhea County
47,145,2017,dist_MAT,5,Tennessee,TN,Roane County
47,147,2017,dist_MAT,15.83,Tennessee,TN,Robertson County
47,149,2017,dist_MAT,8.83,Tennessee,TN,Rutherford County
47,151,2017,dist_MAT,23.43,Tennessee,TN,Scott County
47,153,2017,dist_MAT,20,Tennessee,TN,Sequatchie County
47,155,2017,dist_MAT,8,Tennessee,TN,Sevier County
